headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
knock,NOUN,A2,,,
knowledge,NOUN,A2,Education,,Education
labor/labour,NOUN,A2,Work and jobs,,Personal identification
lack,NOUN,A2,,,
lake,NOUN,A2,,,"House and home, environment"
lamp,NOUN,A2,,,"House and home, environment"
land,VERB,A2,,,
landscape,NOUN,A2,,,
lane,NOUN,A2,"Things in the town, shops and shopping",,Travel
last,DET,A2,,,
last,PRON,A2,,,
latest,ADJ,A2,,,
latter,ADV,A2,,,
latter,PRON,A2,,,
law,NOUN,A2,"News, lifestyles and current affairs",,Relations with other people
lawyer,NOUN,A2,Work and jobs,,Personal identification
laziness,NOUN,A2,,,
lead,NOUN,A2,,,
learner,NOUN,A2,Education,,Education
least,DET,A2,,,
leather,NOUN,A2,,,
left,ADV,A2,,,
left,NOUN,A2,,,
left-hand,ADJ,A2,,,
leisure,NOUN,A2,Leisure activities,,"Free time, entertainment"
lemon,NOUN,A2,,,Food and drink
lemonade,NOUN,A2,,,Food and drink
lend,VERB,A2,,,
less,ADV,A2,,,
less,DET,A2,,,
less,PRON,A2,,,
level,NOUN,A2,,,
liberty,NOUN,A2,,,
license/licence,VERB,A2,,,
lie,VERB,A2,,,
lifestyle,NOUN,A2,Personal information,,
likely,ADJ,A2,,,
lip,NOUN,A2,,,Health and body care
liter/litre,NOUN,A2,,,
lively,ADJ,A2,,,
load,NOUN,A2,,,
local,ADJ,A2,,,
lock,NOUN,A2,Objects and rooms,,"House and home, environment"
logical,ADJ,A2,,,
long,ADV,A2,,,
loose,ADJ,A2,,,
lose,VERB,A2,,,
lost,ADJ,A2,,,
lot,NOUN,A2,,,
loudly,ADV,A2,,,
lover,NOUN,A2,Family life,,Personal identification
low,ADJ,A2,,,
low,ADV,A2,,,
luckily,ADV,A2,,,
lunchtime,NOUN,A2,,,Food and drink
lyric,ADJ,A2,,,
mad,ADJ,A2,,,
magic,ADJ,A2,,,
magic,NOUN,A2,,,
main course,NOUN,A2,,,
mainly,ADV,A2,,,
major,ADJ,A2,,,
maker,NOUN,A2,Work and jobs,,Personal identification
make-up,NOUN,A2,,,
male,NOUN,A2,Personal information,,Personal identification
mall,NOUN,A2,"Things in the town, shops and shopping",,Shopping
manage,VERB,A2,,,
manager,NOUN,A2,Work and jobs,,Personal identification
manner,NOUN,A2,,,
mark,NOUN,A2,,,
mark,VERB,A2,,,
market,NOUN,A2,,,Shopping
married,ADJ,A2,,,
marry,VERB,A2,,,
marvelous/marvellous,ADJ,A2,,,
material,NOUN,A2,,,
matter,VERB,A2,,,
max,NOUN,A2,,,
mean,ADJ,A2,,,
meaning,NOUN,A2,,,
medal,NOUN,A2,,,
medical,ADJ,A2,,,
melon,NOUN,A2,,,Food and drink
member,NOUN,A2,,,Relations with other people
mention,NOUN,A2,,,
menu,NOUN,A2,Food and drink,,Food and drink
metal,NOUN,A2,,,
meter/metre,NOUN,A2,,,
method,NOUN,A2,,,
midday,NOUN,A2,,,
middle,NOUN,A2,,,
midnight,NOUN,A2,,,
might,AUX,A2,,,
military,ADJ,A2,,,
million,number,A2,,,
mind,VERB,A2,,,
mineral water,NOUN,A2,,,Food and drink
mirror,NOUN,A2,,,Shopping
missing,ADJ,A2,,,
mistake,NOUN,A2,,,
mix,VERB,A2,,,
mobile,ADJ,A2,,,
model,NOUN,A2,,,
modern,ADJ,A2,,,
mood,NOUN,A2,,,
mosque,NOUN,A2,,,"House and home, environment"
most,ADV,A2,,,
most,PRON,A2,,,
mostly,ADV,A2,,,
motorway,NOUN,A2,,,Travel
move,VERB,A2,,,
MP3 player,NOUN,A2,,,"Free time, entertainment"
Ms./Ms,NOUN,A2,,,Personal identification
mug,NOUN,A2,,,Shopping
murder,NOUN,A2,"News, lifestyles and current affairs",,Relations with other people
museum,NOUN,A2,"Things in the town, shops and shopping",,Places
mushroom,NOUN,A2,,,Food and drink
musical,ADJ,A2,,,
myself,PRON,A2,,,
mysterious,ADJ,A2,,,
mystery,NOUN,A2,,,
napkin,NOUN,A2,,,
nation,NOUN,A2,Nationalities and countries,,Places
national,ADJ,A2,,,
native,ADJ,A2,,,
natural,ADJ,A2,,,
nature,NOUN,A2,Nationalities and countries,,"House and home, environment"
nearly,ADV,A2,,,
necessary,ADJ,A2,,,
need,VERB,A2,,,
negative,ADJ,A2,,,
nervous,ADJ,A2,,,
net,ADJ,A2,,,
next,ADV,A2,,,
next,DET,A2,,,
next to,SCONJ,A2,,,
no one,PRON,A2,,,
nobody,PRON,A2,,,
noisy,ADJ,A2,,,
noon,NOUN,A2,,,
normal,ADJ,A2,,,
north,ADJ,A2,,,
north,ADV,A2,,,
north,NOUN,A2,,,
notice,NOUN,A2,,,
noun,NOUN,A2,Education,,Language
novel,NOUN,A2,Education,,Education
nowadays,ADV,A2,,,
oak,NOUN,A2,,,
occupation,NOUN,A2,,,Personal identification
off,ADV,A2,,,
offer,NOUN,A2,,,
offer,VERB,A2,,,
official,ADJ,A2,,,
oil,NOUN,A2,Objects and rooms,,Services
olive oil,NOUN,A2,,,
Olympic,ADJ,A2,,,
omelet/omelette,NOUN,A2,,,Food and drink
on,ADV,A2,,,
one,PRON,A2,,,
onion,NOUN,A2,,,Food and drink
online,ADJ,A2,,,
online,ADV,A2,,,
operate,VERB,A2,,,
opinion,NOUN,A2,,,
opportunity,NOUN,A2,,,
oppose,VERB,A2,,,
opposite,ADJ,A2,,,
opposite,SCONJ,A2,,,
order,VERB,A2,,,
organize/organise,VERB,A2,,,
organized/organised,ADJ,A2,,,
original,ADJ,A2,,,
orphan,NOUN,A2,"News, lifestyles and current affairs",,Personal identification
other,PRON,A2,,,
ourselves,PRON,A2,,,
out of,SCONJ,A2,,,
outside,SCONJ,A2,,,
oven,NOUN,A2,Objects and rooms,,"House and home, environment"
over,ADV,A2,,,
overseas,ADV,A2,,,
overweight,ADJ,A2,,,
own,PRON,A2,,,
pacific,ADJ,A2,,,
pack,NOUN,A2,Objects and rooms,,Shopping
pack,VERB,A2,,,
painter,NOUN,A2,Work and jobs,,Personal identification
pal,NOUN,A2,Personal information,,Relations with other people
pan,NOUN,A2,Objects and rooms,,Shopping
panic,NOUN,A2,"News, lifestyles and current affairs",,Health and body care
park,VERB,A2,,,
part,NOUN,A2,,,
partly,ADV,A2,,,
pass,NOUN,A2,,,
pass,VERB,A2,,,
passage,NOUN,A2,Education,,"Free time, entertainment"
passenger,NOUN,A2,Travel and services vocab,,Travel
pasta,NOUN,A2,,,Food and drink
path,NOUN,A2,"Things in the town, shops and shopping",,Places
patient,NOUN,A2,Travel and services vocab,,Health and body care
PC,NOUN,A2,,,"Free time, entertainment"
pea,NOUN,A2,Food and drink,,Food and drink
peaceful,ADJ,A2,,,
pear,NOUN,A2,,,Food and drink
pence,NOUN,A2,,,Shopping
penfriend/pen friend,NOUN,A2,,,Relations with other people
pepper,NOUN,A2,,,Food and drink
perfect,ADJ,A2,,,
perfectly,ADV,A2,,,
perform,VERB,A2,,,
performance,NOUN,A2,,,
perfume,NOUN,A2,,,Shopping
perhaps,ADV,A2,,,
permission,NOUN,A2,,,
personality,NOUN,A2,Personal information,,Personal identification
petrol,NOUN,A2,,,"House and home, environment"
petrol station,NOUN,A2,,,"House and home, environment"
photograph,NOUN,A2,Objects and rooms,,"Free time, entertainment"
photographer,NOUN,A2,Work and jobs,,Personal identification
photography,NOUN,A2,Hobbies and pastimes,,"Free time, entertainment"
physical,ADJ,A2,,,
physically,ADV,A2,,,
pile,NOUN,A2,Collocation,,Language
pilgrim,NOUN,A2,,,
pill,NOUN,A2,Travel and services vocab,,Health and body care
pilot,NOUN,A2,,,Personal identification
pink,NOUN,A2,,,
pity,NOUN,A2,,,
planet,NOUN,A2,Nationalities and countries,,Places
plant,NOUN,A2,,,
plastic,ADJ,A2,,,
plate,NOUN,A2,Food and drink,,Food and drink
playful,ADJ,A2,,,
playground,NOUN,A2,,,"House and home, environment"
pleasant,ADJ,A2,,,
pleased,ADJ,A2,,,
pleasing,ADJ,A2,,,
plenty,NOUN,A2,Collocation,,Language
plural,NOUN,A2,,,Language
plus,SCONJ,A2,,,
point,VERB,A2,,,
police,NOUN,A2,,,Relations with other people
police officer,NOUN,A2,,,Relations with other people
police station,NOUN,A2,,,Services
policeman,NOUN,A2,,,Relations with other people
policewoman,NOUN,A2,,,Relations with other people
polite,ADJ,A2,,,
political,ADJ,A2,,,
pollute,VERB,A2,,,
popular,ADJ,A2,,,
population,NOUN,A2,Nationalities and countries,,
portrait,NOUN,A2,Arts,,"Free time, entertainment"
position,NOUN,A2,,,
possible,ADJ,A2,,,
possibly,ADV,A2,,,
post,VERB,A2,,,
post office,NOUN,A2,,,Services
pour,VERB,A2,,,
power,NOUN,A2,,,
powerful,ADJ,A2,,,
precise,ADJ,A2,,,
predict,VERB,A2,,,
prediction,NOUN,A2,,,
prefer,VERB,A2,,,
prepare,VERB,A2,,,
pressure,NOUN,A2,,,
pretend,VERB,A2,,,
pretty,ADV,A2,,,
prevent,VERB,A2,,,
pride,NOUN,A2,,,
principal,ADJ,A2,,,
print,VERB,A2,,,
printer,NOUN,A2,,,"Free time, entertainment"
private,ADJ,A2,,,
pro,NOUN,A2,,,
probably,ADV,A2,,,
produce,VERB,A2,,,
product,NOUN,A2,Work and jobs,Shopping,
production,NOUN,A2,Work and jobs,,
professional,ADJ,A2,,,
progressive,ADJ,A2,,,
promise,NOUN,A2,,,
pronounce,VERB,A2,,,
pronunciation,NOUN,A2,Education,,Language
proper,ADJ,A2,,,
provide,VERB,A2,,,
psychologist,NOUN,A2,Work and jobs,,Personal identification
public,NOUN,A2,"News, lifestyles and current affairs",,
publish,VERB,A2,,,
pull,VERB,A2,,,
punctuation,NOUN,A2,Education,,Language
purple,ADJ,A2,,,
purpose,NOUN,A2,,,
pursue,VERB,A2,,,
quality,NOUN,A2,,,
queen,NOUN,A2,,,Relations with other people
quick,ADJ,A2,,,
quietly,ADV,A2,,,
quit,VERB,A2,,,
quite,ADV,A2,,,
quiz,NOUN,A2,Education,,Education
racket,NOUN,A2,,,"Free time, entertainment"
raincoat,NOUN,A2,,,Shopping
raise,VERB,A2,,,
range,NOUN,A2,,,
rap,NOUN,A2,,,"Free time, entertainment"
rate,NOUN,A2,,,
rather,ADV,A2,,,
rating,NOUN,A2,,,
raw,ADJ,A2,,,
ray,NOUN,A2,"News, lifestyles and current affairs",,
reach,VERB,A2,,,
realize/realise,VERB,A2,,,
receipt,NOUN,A2,,,Shopping
receive,VERB,A2,,,
recent,ADJ,A2,,,
recently,ADV,A2,,,
receptionist,NOUN,A2,,,Personal identification
record,VERB,A2,,,
recycle,VERB,A2,,,
red,NOUN,A2,,,
refer,VERB,A2,,,
reflect,VERB,A2,,,
refrigerator,NOUN,A2,Objects and rooms,,"House and home, environment"
regret,VERB,A2,,,
regular,ADJ,A2,,,
regularly,ADV,A2,,,
relax,VERB,A2,,,
relaxed,ADJ,A2,,,
release,NOUN,A2,,,
remain,VERB,A2,,,
remind,VERB,A2,,,
remote,ADJ,A2,,,
rent,NOUN,A2,Travel and services vocab,,Services
rent,VERB,A2,,,
repair,NOUN,A2,Travel and services vocab,,
repair,VERB,A2,,,
replace,VERB,A2,,,
reply,NOUN,A2,,,
report,NOUN,A2,,,
represent,VERB,A2,,,
request,NOUN,A2,,,
research,NOUN,A2,Education,,Education
response,NOUN,A2,,,
retire,VERB,A2,,,
retired,ADJ,A2,,,
return,NOUN,A2,,,
return,VERB,A2,,,
reunion,NOUN,A2,,,
reveal,VERB,A2,,,
rhythm,NOUN,A2,Arts,,"Free time, entertainment"
right,NOUN,A2,,,
right-hand,ADJ,A2,,,
ring,NOUN,A2,Clothes,,Shopping
road,NOUN,A2,"Things in the town, shops and shopping",,Places
roast,VERB,A2,,,
rob,VERB,A2,,,
robbery,NOUN,A2,"News, lifestyles and current affairs",,Relations with other people
robin,NOUN,A2,,,
rock,NOUN,A2,,,
roll,NOUN,A2,,,
romance,NOUN,A2,,,
romantic,ADJ,A2,,,
roof,NOUN,A2,Objects and rooms,,"House and home, environment"
root,NOUN,A2,,,
rope,NOUN,A2,Objects and rooms,,Shopping
roughly,ADV,A2,,,
round,ADV,A2,,,
roundabout,NOUN,A2,,,Travel
royal,ADJ,A2,,,
rugby,NOUN,A2,,,"Free time, entertainment"
ruin,VERB,A2,,,
rumor/rumour,NOUN,A2,,,
runner,NOUN,A2,,,Personal identification
running,NOUN,A2,,,"Free time, entertainment"
rush,NOUN,A2,,,
sadly,ADV,A2,,,
safe,ADJ,A2,,,
sailing,NOUN,A2,,,"Free time, entertainment"
sake,NOUN,A2,,,
salt,NOUN,A2,Food and drink,,Food and drink
sample,NOUN,A2,Shopping,,Services
sandy,ADJ,A2,,,
satisfy,VERB,A2,,,
sauce,NOUN,A2,,,Food and drink
sausage,NOUN,A2,,,Food and drink
scale,NOUN,A2,,,
scarf,NOUN,A2,,,Shopping
scene,NOUN,A2,Books and literature,,"Free time, entertainment"
scenery,NOUN,A2,,,
schedule,NOUN,A2,Travel and services vocab,,Daily life
schoolchild,NOUN,A2,,,Education
schoolwork,NOUN,A2,Education,,Education
scientific,ADJ,A2,,,
scissors,NOUN,A2,,,Shopping
scream,NOUN,A2,,,
screen,NOUN,A2,Objects and rooms,,"Free time, entertainment"
screw,NOUN,A2,,,
script,NOUN,A2,,,
seafood,NOUN,A2,Food and drink,,Food and drink
search,NOUN,A2,,,
seaside,NOUN,A2,Nationalities and countries,,Places
second,NOUN,A2,,,
second,PRON,A2,,,
secret,NOUN,A2,,,
secretary,NOUN,A2,,,Personal identification
seed,NOUN,A2,,,
seek,VERB,A2,,,
seem,VERB,A2,,,
semester,NOUN,A2,Education,,Education
send,VERB,A2,,,
senior,ADJ,A2,,,
senior,NOUN,A2,,,
sense,NOUN,A2,,,
separate,ADJ,A2,,,
seriously,ADV,A2,,,
serve,VERB,A2,,,
set,NOUN,A2,,,
several,DET,A2,,,
several,PRON,A2,,,
sew,VERB,A2,,,
shade,NOUN,A2,,,
shadow,NOUN,A2,,,
shall,AUX,A2,,,
shampoo,NOUN,A2,Objects and rooms,,Shopping
shape,NOUN,A2,,,
share,NOUN,A2,,,
shell,NOUN,A2,,,
shine,VERB,A2,,,
shock,NOUN,A2,,,
shoot,VERB,A2,,,
shop assistant,NOUN,A2,,,Personal identification
shore,NOUN,A2,,,
short/shorts,NOUN,A2,,,
shot,NOUN,A2,,,
shout,NOUN,A2,,,
show,NOUN,A2,,,"Free time, entertainment"
shut,VERB,A2,,,
sightseeing,NOUN,A2,,,"Free time, entertainment"
significant,ADJ,A2,,,
silence,NOUN,A2,,,
silently,ADV,A2,,,
silly,ADJ,A2,,,
silver,ADJ,A2,,,
silver,NOUN,A2,,,
similar,ADJ,A2,,,
simple,ADJ,A2,,,
simply,ADV,A2,,,
since,SCONJ,A2,,,
singing,NOUN,A2,,,"Free time, entertainment"
single,ADJ,A2,,,
singular,ADJ,A2,,,
singular,NOUN,A2,,,Language
sink,NOUN,A2,,,"House and home, environment"
sitting room,NOUN,A2,,,"House and home, environment"
situation,NOUN,A2,,,
skate,NOUN,A2,,,"Free time, entertainment"
skateboarding,NOUN,A2,,,"Free time, entertainment"
skating,NOUN,A2,,,"Free time, entertainment"
ski,NOUN,A2,Leisure activities,,"Free time, entertainment"
skiing,NOUN,A2,Leisure activities,,"Free time, entertainment"
slave,NOUN,A2,"News, lifestyles and current affairs",,Relations with other people
sleepless,ADJ,A2,,,
sleepy,ADJ,A2,,,
slice,NOUN,A2,Food and drink,,Food and drink
slide,NOUN,A2,,,
slim,ADJ,A2,,,
slowly,ADV,A2,,,
smoke,VERB,A2,,,
smooth,ADJ,A2,,,
smoothly,ADV,A2,,,
snack,NOUN,A2,,,Food and drink
snow,VERB,A2,,,
snowboarding,NOUN,A2,,,"Free time, entertainment"
so,ADV,A2,,,
soap,NOUN,A2,,,Shopping
society,NOUN,A2,Nationalities and countries,,Places
sock,NOUN,A2,,,Shopping
soda,NOUN,A2,Food and drink,,Food and drink
soft,ADJ,A2,,,
soft drink,NOUN,A2,,,Food and drink
softly,ADV,A2,,,
software,NOUN,A2,Technical and legal language,,"Free time, entertainment"
soldier,NOUN,A2,"News, lifestyles and current affairs",,Relations with other people
solution,NOUN,A2,,,
somebody,PRON,A2,,,
someday,ADV,A2,,,
somewhere,ADV,A2,,,
sound,NOUN,A2,,,
sound,VERB,A2,,,
source,NOUN,A2,,,
south,ADJ,A2,,,
south,ADV,A2,,,
south,NOUN,A2,,,
space,NOUN,A2,,,
spaceship,NOUN,A2,"News, lifestyles and current affairs",,Travel
spaghetti,NOUN,A2,Food and drink,,Food and drink
speaker,NOUN,A2,,,Personal identification
specific,ADJ,A2,,,
speed,NOUN,A2,,,
spell,VERB,A2,,,
spill,VERB,A2,,,
splash,VERB,A2,,,
split,ADJ,A2,,,
spoon,NOUN,A2,,,Shopping
sports center/sports centre,NOUN,A2,,,"House and home, environment"
spread,NOUN,A2,,,
square,ADJ,A2,,,
square,NOUN,A2,,,
stadium,NOUN,A2,,,"House and home, environment"
staff,NOUN,A2,,,Personal identification
stair,NOUN,A2,Objects and rooms,,"House and home, environment"
stamp,NOUN,A2,,,Relations with other people
stand,VERB,A2,,,
state,NOUN,A2,,,
statement,NOUN,A2,"News, lifestyles and current affairs",,
statue,NOUN,A2,"Things in the town, shops and shopping",,
steak,NOUN,A2,Food and drink,,Food and drink
steal,VERB,A2,,,
step,NOUN,A2,,,
still,ADV,A2,,,
stomach,NOUN,A2,Travel and services vocab,,Health and body care
stomachache,NOUN,A2,,,Health and body care
storm,NOUN,A2,Media,,Weather
stove,NOUN,A2,Objects and rooms,,"House and home, environment"
straight,ADJ,A2,,,
stranger,NOUN,A2,,,
strategy,NOUN,A2,Education,,
strength,NOUN,A2,,,
strike,NOUN,A2,,,
string,NOUN,A2,,,
strongly,ADV,A2,,,
structure,NOUN,A2,,,
study,NOUN,A2,Education,,Education
stuff,NOUN,A2,,,
style,NOUN,A2,,,
succeed,VERB,A2,,,
success,NOUN,A2,,,
successfully,ADV,A2,,,
such,DET,A2,,,
such,PRON,A2,,,
sudden,ADJ,A2,,,
suggest,VERB,A2,,,
suit,NOUN,A2,,,Shopping
suit,VERB,A2,,,
suitable,ADJ,A2,,,
suitcase,NOUN,A2,Travel and services vocab,,Travel
summary,NOUN,A2,Education,,Education
sunflower,NOUN,A2,,,
sunglasses,NOUN,A2,,,Shopping
sunlight,NOUN,A2,,,
superlative,NOUN,A2,,,
superstar,NOUN,A2,Media,,Relations with other people
supper,NOUN,A2,,,Food and drink
support,NOUN,A2,,,
sure,ADV,A2,,,
surf,VERB,A2,,,
surfing,NOUN,A2,,,"Free time, entertainment"
surname,NOUN,A2,,,Personal identification
surprised,ADJ,A2,,,
surprising,ADJ,A2,,,
survive,VERB,A2,,,
swallow,VERB,A2,,,
sweat,VERB,A2,,,
sweater,NOUN,A2,,,Shopping
sweet,NOUN,A2,,,
sweetheart,NOUN,A2,Family life,,
swimming costume,NOUN,A2,,,Shopping
swimsuit,NOUN,A2,,,Shopping
symbol,NOUN,A2,,,
symphony,NOUN,A2,Arts,,"Free time, entertainment"
system,NOUN,A2,,,
table tennis,NOUN,A2,,,"Free time, entertainment"
tablespoon,NOUN,A2,,,
talent,NOUN,A2,,,
tap,NOUN,A2,Objects and rooms,,"House and home, environment"
tape,NOUN,A2,,,Shopping
target,NOUN,A2,,,
task,NOUN,A2,Work and jobs,,
tear,NOUN,A2,,,
teenage,ADJ,A2,,,
teenager,NOUN,A2,Personal information,,Personal identification
telephone,VERB,A2,,,
temperature,NOUN,A2,,,Weather
terrify,VERB,A2,,,
terrorist,ADJ,A2,,,
text,NOUN,A2,Education,,Language
text,VERB,A2,,,
text message,NOUN,A2,,,Language
textbook,NOUN,A2,,,Education
theirs,PRON,A2,,,
themselves,PRON,A2,,,
therefore,ADV,A2,,,
thief,NOUN,A2,"News, lifestyles and current affairs",,Relations with other people
third,ADJ,A2,,,
thirsty,ADJ,A2,,,
though,conjunction,A2,,,
thought,NOUN,A2,,,
thousand,number,A2,,,
throw,VERB,A2,,,
thunderstorm,NOUN,A2,Media,,Weather
tidy,ADJ,A2,,,
tidy,VERB,A2,,,
tie,NOUN,A2,Clothes,,Shopping
tights,NOUN,A2,,,Shopping
till,SCONJ,A2,,,
timetable,NOUN,A2,,,
tip,NOUN,A2,,,
title,NOUN,A2,Books and literature,,"Free time, entertainment"
toast,NOUN,A2,Food and drink,,Food and drink
toe,NOUN,A2,,,Health and body care
tone,NOUN,A2,,,
tonight,NOUN,A2,,,
toothache,NOUN,A2,,,Health and body care
toothbrush,NOUN,A2,,,Shopping
tour,NOUN,A2,Travel and services vocab,,Travel
tour guide,NOUN,A2,,,Personal identification
tourist,NOUN,A2,Travel and services vocab,,Travel
toward/towards,SCONJ,A2,,,
track,NOUN,A2,,,
trade,NOUN,A2,Work and jobs,,
tradition,NOUN,A2,Nationalities and countries,,
traditional,ADJ,A2,,,
traffic,NOUN,A2,"Things in the town, shops and shopping",,Services
traffic light,NOUN,A2,,,Travel
train,VERB,A2,,,
training,NOUN,A2,Work and jobs,,
tram,NOUN,A2,,,Travel
trap,NOUN,A2,,,
travel,NOUN,A2,Hobbies and pastimes,,"Free time, entertainment"
traveler/traveller,NOUN,A2,Travel and services vocab,,Travel
treasure,NOUN,A2,Personal information,,
trick,NOUN,A2,,,
trouble,NOUN,A2,,,
truly,ADV,A2,,,
trust,VERB,A2,,,
truth,NOUN,A2,,,
try,VERB,A2,,,
tune,NOUN,A2,,,"Free time, entertainment"
twice,ADV,A2,,,
uncertain,ADJ,A2,,,
uncomfortable,ADJ,A2,,,
understand,VERB,A2,,,
underwater,ADJ,A2,,,
uneasy,ADJ,A2,,,
unfair,ADJ,A2,,,
unforgettable,ADJ,A2,,,
unfortunately,ADV,A2,,,
unhappy,ADJ,A2,,,
unhealthy,ADJ,A2,,,
uniform,ADJ,A2,,,
uniform,NOUN,A2,,,Shopping
unimportant,ADJ,A2,,,
unit,NOUN,A2,,,
university,NOUN,A2,Education,,Education
unknown,ADJ,A2,,,
unlike,ADJ,A2,,,
unnecessary,ADJ,A2,,,
unpleasant,ADJ,A2,,,
unusual,ADJ,A2,,,
up,ADV,A2,,,
upon,SCONJ,A2,,,
upset,ADJ,A2,,,
upstairs,ADV,A2,,,
use,NOUN,A2,,,
used,ADJ,A2,,,
useful,ADJ,A2,,,
usual,ADJ,A2,,,
valley,NOUN,A2,,,
value,NOUN,A2,,,
verb,NOUN,A2,Education,,Language
video game,NOUN,A2,,,"Free time, entertainment"
view,NOUN,A2,,,
village,NOUN,A2,Nationalities and countries,,Places
violent,ADJ,A2,,,
violin,NOUN,A2,,,"Free time, entertainment"
visitor,NOUN,A2,,,Personal identification
vocabulary,NOUN,A2,Education,,Language
voice,NOUN,A2,,,
walking,NOUN,A2,,,"Free time, entertainment"
wallet,NOUN,A2,Shopping,,Shopping
wander,VERB,A2,,,
washing machine,NOUN,A2,,,"House and home, environment"
washing-up,NOUN,A2,,,
wave,NOUN,A2,,,
weak,ADJ,A2,,,
wealth,NOUN,A2,Personal information,,
web,NOUN,A2,Media,,"Free time, entertainment"
web page,NOUN,A2,,,"Free time, entertainment"
website,NOUN,A2,Media,,"Free time, entertainment"
wedding,NOUN,A2,Family life,,Daily life
weekday,NOUN,A2,,,
weekly,ADJ,A2,,,
weekly,ADV,A2,,,
weep,NOUN,A2,,,
weigh,VERB,A2,,,
weight,NOUN,A2,,,
well-known,ADJ,A2,,,
west,ADJ,A2,,,
west,ADV,A2,,,
west,NOUN,A2,,,
wet,ADJ,A2,,,
whatever,DET,A2,,,
wheelchair,NOUN,A2,"Things in the town, shops and shopping",,Travel
while,conjunction,A2,,,
whole,ADJ,A2,,,
whom,PRON,A2,,,
wide,ADJ,A2,,,
wide,ADV,A2,,,
widely,ADV,A2,,,
wild,ADJ,A2,,,
windy,ADJ,A2,,,
wine,NOUN,A2,Food and drink,,Food and drink
winner,NOUN,A2,,,Personal identification
wisdom,NOUN,A2,Education,,Personal identification
wise,ADJ,A2,,,
wish,VERB,A2,,,
within,SCONJ,A2,,,
without,SCONJ,A2,,,
wonder,VERB,A2,,,
wood,NOUN,A2,,,"House and home, environment"
wooden,ADJ,A2,,,
wool,NOUN,A2,Clothes,,Shopping
worldwide,ADV,A2,,,
worried,ADJ,A2,,,
worry,VERB,A2,,,
worse,ADJ,A2,,,
worse,ADV,A2,,,
worst,ADJ,A2,,,
writing,NOUN,A2,Education,,Education
wrong,ADV,A2,,,
yeah,ADV,A2,,,
youth,NOUN,A2,,,
zone,NOUN,A2,Nationalities and countries,,Places
